,train_lst,val_lst,val_acc_lst,lr_lst
33,2.9297547277011966,3.1442778550573927,0.48464687819856705,0.01
34,2.978358140285426,3.243640842880254,0.46298191743432277,0.01
35,2.9469960060170335,3.117416996794811,0.4851586489252815,0.01
36,2.904657273045355,3.1901745610739827,0.47901740020470834,0.01
37,2.862862344331112,3.148503592135515,0.49112930740361654,0.01
38,2.8163965304023564,3.105693216740333,0.49198225861480727,0.01
39,2.7472687684491404,3.0725695196169305,0.5097236438075743,0.01
40,2.676656746579104,3.1089217531847817,0.4912998976458547,0.01
41,2.7524090583312812,3.0806738415987813,0.5018764926646196,0.01
42,2.6847777461709836,3.075884926038486,0.5017059024223814,0.01
43,2.6669133560922647,3.1012928079964968,0.49965881951552377,0.01
44,2.6024851327878373,3.0197558164677902,0.5206414193108154,0.01
45,2.6458304897049754,3.0583373958525173,0.5119413169566701,0.01
46,2.5696438535632,3.002274047754926,0.5247355851245309,0.01
47,2.5103577427701396,3.0416345246535283,0.5146707608324804,0.01
48,2.4849359847615133,3.0290398823852955,0.5226885022176732,0.01
49,2.5301650136669602,3.0105093772482117,0.5267826680313886,0.01
50,2.460997678032479,3.058570611602981,0.5090412828386217,0.01
51,2.4810775732328576,3.010621844197003,0.5218355510064825,0.01
52,2.4573763009452905,2.987824128130441,0.5296827021494371,0.01
53,2.4138403175465553,2.9844100344347817,0.5337768679631526,0.01
54,2.3551344685603097,3.0503042030562235,0.5191061071306722,0.01
55,2.3868258358579744,3.0036824822466515,0.5233708631866257,0.01
56,2.3724593866911934,2.9613703732928167,0.5359945411122484,0.01
57,2.34747045062314,2.981009499565484,0.5353121801432958,0.01
58,2.34310330550228,2.9678645385731124,0.5373592630501536,0.01
59,2.292399411714864,2.9712141261333413,0.5382122142613442,0.01
60,2.361362350583869,3.062899428559261,0.5136472193790516,0.01
61,2.2965390810039015,2.9588555947215593,0.5440122824974412,0.01
62,2.188575071099061,2.988996000104453,0.5325827362674855,0.01
63,2.2736974106882863,2.972628182740148,0.5433299215284886,0.01
64,2.2705491326475333,2.952528342660561,0.5433299215284886,0.01
65,2.2748330707406383,2.9511828377807316,0.5392357557147731,0.01
66,2.270177890412513,2.878384274941831,0.5651654725349711,0.001
67,2.1420951398220747,2.7997214685158287,0.5837598089389288,0.001
68,2.0741792050515016,2.8292703295030597,0.5743773456158309,0.001
69,1.9441835724467664,2.7806603756425976,0.5914363698396452,0.001
70,1.9885572151214506,2.7673996687342144,0.5904128283862163,0.001
71,1.9776017694384533,2.744918941027961,0.595871716137837,0.001
72,1.9233029050324202,2.774654863312642,0.5943364039576937,0.001
73,2.00144648287853,2.7855533143026925,0.5873422040259297,0.001
74,1.931933604355771,2.7746700939567615,0.5933128625042648,0.001
75,1.982346154864932,2.787546676484768,0.5892186966905494,0.001
76,1.9406208474920237,2.7795257036371144,0.5939952234732174,0.0001
77,1.9952433084987358,2.812401635213258,0.587683384510406,0.0001
78,1.9425531483668377,2.7780573010973377,0.5957011258955989,0.0001
79,1.8649158717046863,2.7653152437105963,0.5987717502558854,0.0001
80,1.8654170619422057,2.770210444744192,0.5945069941999318,0.0001
81,1.9962205376622948,2.780977911527797,0.59467758444217,0.0001
82,1.946360826439492,2.770403837759069,0.5950187649266463,0.0001
83,1.945236014643759,2.7992786531845324,0.5887069259638349,1e-05
84,1.952036291294833,2.7530196375994906,0.5991129307403616,1e-05
85,1.9761567671952862,2.764829419245699,0.5945069941999318,1e-05
86,2.04288463498514,2.7900453512679184,0.5912657795974071,1e-05
87,1.9680457001087357,2.7837013191267395,0.5948481746844081,1.0000000000000002e-06
88,1.9618310275519375,2.7774474091271175,0.5936540429887411,1.0000000000000002e-06
89,1.952621275944471,2.7707700512182263,0.5980893892869328,1.0000000000000002e-06
90,1.9457105992375934,2.7757450661452627,0.5931422722620266,1.0000000000000002e-06
91,1.9275739466557738,2.7914247555116143,0.5936540429887411,1.0000000000000002e-07
92,1.9630070647466589,2.7827057391049226,0.5931422722620266,1.0000000000000002e-07
93,1.965178131793102,2.7683856994045835,0.5970658478335039,1.0000000000000002e-07
94,1.9177956246252232,2.7823687859746387,0.5957011258955989,1.0000000000000002e-07
95,1.916660629440632,2.7901345400711004,0.5907540088706926,1.0000000000000004e-08
96,1.9006812795369457,2.7425824714902722,0.6016717843739339,1.0000000000000004e-08
97,1.9069713715382999,2.7532891901797787,0.5987717502558854,1.0000000000000004e-08
98,1.9602599883428125,2.7665563875886208,0.5933128625042648,1.0000000000000004e-08
99,1.9927774073542035,2.7814134575327443,0.5962128966223132,1.0000000000000004e-08
100,1.9771420226775285,2.8008516623842885,0.5875127942681679,1.0000000000000004e-08
101,1.9616053211092157,2.77618074303233,0.5955305356533607,1.0000000000000004e-08
102,1.898214127355093,2.7762223145775486,0.5945069941999318,1.0000000000000004e-08
103,1.9496243160595976,2.7916955634702476,0.5924599112930741,1.0000000000000004e-08
104,1.9579392053619338,2.790406474803585,0.59007164790174,1.0000000000000004e-08
105,1.978672761805141,2.760055835968559,0.5989423404981236,1.0000000000000004e-08
106,1.9252133096907063,2.7645230631663993,0.5984305697714091,1.0000000000000004e-08
107,1.9191269073329988,2.7843098017348646,0.5953599454111226,1.0000000000000004e-08
108,1.9315006313569048,2.7629450664956265,0.5965540771067895,1.0000000000000004e-08
109,1.9400505235251146,2.7529021013885258,0.5963834868645513,1.0000000000000004e-08
110,1.9946668158604288,2.772929884475557,0.5939952234732174,1.0000000000000004e-08
111,1.9618219906743988,2.7915608092242645,0.59007164790174,1.0000000000000004e-08
112,1.9495882922482268,2.772727438875613,0.5931422722620266,1.0000000000000004e-08
113,1.9527346873420712,2.7792538512245213,0.5929716820197886,1.0000000000000004e-08
114,2.007633386220243,2.785516633307393,0.5926305015353123,1.0000000000000004e-08
115,1.9515462360606026,2.760415968981183,0.5991129307403616,1.0000000000000004e-08
116,1.9527495402279922,2.753893757387055,0.5991129307403616,1.0000000000000004e-08
117,1.9756615858031523,2.801017602122062,0.5907540088706926,1.0000000000000004e-08
118,1.9949280240655103,2.80186985654255,0.5875127942681679,1.0000000000000004e-08
119,2.0039365073987008,2.8025588390567693,0.5907540088706926,1.0000000000000004e-08
120,1.958770193354345,2.7659040236790324,0.5991129307403616,1.0000000000000004e-08
121,1.9594643900866628,2.787625287913983,0.5934834527465029,1.0000000000000004e-08
122,1.980315428737206,2.760972790244658,0.5997952917093142,1.0000000000000004e-08
123,1.9813038445068345,2.7764703354628897,0.5948481746844081,1.0000000000000004e-08
124,1.9500880767985367,2.8172270471591747,0.5892186966905494,1.0000000000000004e-08
125,2.0192189471722704,2.77047733217732,0.5965540771067895,1.0000000000000004e-08
126,1.9721999451498253,2.7839435868928635,0.59467758444217,1.0000000000000004e-08
127,1.982676348646077,2.7463344019535496,0.5994541112248379,1.0000000000000004e-08
128,1.9737998521269873,2.753542043372902,0.6004776526782668,1.0000000000000004e-08
129,1.9679173749793564,2.782808579507032,0.5936540429887411,1.0000000000000004e-08
130,1.9708875542887028,2.815737762251066,0.5858068918457865,1.0000000000000004e-08
131,1.9503307936198953,2.764721801605537,0.5986011600136473,1.0000000000000004e-08
132,1.953915017021933,2.76296331182107,0.598259979529171,1.0000000000000004e-08
133,1.9259016284596144,2.804489182677541,0.5907540088706926,1.0000000000000004e-08
134,1.943963167727601,2.757935050810128,0.5984305697714091,1.0000000000000004e-08
135,1.9220840587624417,2.7800658476389297,0.59467758444217,1.0000000000000004e-08
136,1.9484732935900808,2.7881027447489983,0.5919481405663597,1.0000000000000004e-08
137,1.9301551389757594,2.7880888070640446,0.5933128625042648,1.0000000000000004e-08
138,1.9365562615164307,2.8013575754650457,0.5887069259638349,1.0000000000000004e-08
139,2.0220996645841653,2.7551261285432407,0.5951893551688844,1.0000000000000004e-08
140,1.9066771230815944,2.749792405746366,0.5987717502558854,1.0000000000000004e-08
141,2.044372736272106,2.766739529499378,0.5953599454111226,1.0000000000000004e-08
142,1.9897652777835337,2.779172535684482,0.5974070283179802,1.0000000000000004e-08
143,1.9462086779383574,2.802541579617774,0.5875127942681679,1.0000000000000004e-08
144,1.9507052948583687,2.7573940326881994,0.5974070283179802,1.0000000000000004e-08
145,1.9630478838665801,2.811419594861346,0.585295121119072,1.0000000000000004e-08
146,1.9505166861669754,2.7505713463317654,0.5980893892869328,1.0000000000000004e-08
147,1.9570590908885477,2.7897369131135763,0.5931422722620266,1.0000000000000004e-08
148,1.9184088110131503,2.7518374847495406,0.5999658819515524,1.0000000000000004e-08
149,2.017300704437175,2.7661236140232615,0.5989423404981236,1.0000000000000004e-08
